Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Survey Type
Polio,,States,North Dakota,2011-12,90.6,8412,5.8,Convenient 
Polio,,States,Ohio,2011-12,96.2,146144,94.5,Convenient 
Polio,,States,Oklahoma,2011-12,94.6,52987,90.9,Census
Polio,,States,Oregon,2011-12,94,45855,100,Census
Polio,,States,Pennsylvania,2011-12,95.5,148042,99,Census
Polio,,National,United States,2011-12,95.3,,,NaN
Polio,,States,Rhode Island,2011-12,92.6,12552,13.9,2-stage Cluster Sample
Polio,,States,South Carolina,2011-12,96.7,59307,10.7,1-stage Cluster Sample
Polio,,States,South Dakota,2011-12,97.2,12127,100,Census
Polio,,States,Tennessee,2011-12,97.3,83950,99.9,Census
Polio,,States,Texas,2011-12,99.3,388178,100,Census
Polio,,National,U.S. Median,2011-12,95.9,,,NaN
Polio,,States,Utah,2011-12,98.1,53800,100,Census
Polio,,States,Vermont,2011-12,92.7,6548,100,Census
Polio,,States,Virginia,2011-12,93,101121,4.3,2-stage Cluster Sample
Polio,,States,Washington,2011-12,91,85134,89.1,Voluntary Response
Polio,,States,West Virginia,2011-12,92.6,22449,94.9,Convenient 
Polio,,States,Wisconsin,2011-12,96.9,70672,2.3,2-stage Cluster Sample
Polio,,States,Wyoming,2011-12,NA,,,Not conducted
Polio,,States,Alabama,2012-13,92.8,72929,100,Census
Polio,,States,Alaska,2012-13,NA,10319,97.8,Census
Polio,,States,Arizona,2012-13,94.7,90054,97.6,Census
Polio,,States,Arkansas,2012-13,81.1,43212,96.3,Census
Polio,,States,California,2012-13,92.6,535523,99,Census
Polio,,States,Colorado,2012-13,88.6,70657,0.5,Simple Random Sample
Polio,,States,Connecticut,2012-13,97.2,41604,100,Census
Polio,,States,Delaware,2012-13,95.7,11997,7.8,2-stage Cluster Sample
Polio,,States,District of Columbia,2012-13,NA,7842,100,Census
Polio,,States,Florida,2012-13,92.1,234628,100,Census
Polio,,States,Georgia,2012-13,95.1,142732,2.4,2-stage Cluster Sample
Polio,,States,Hawaii,2012-13,NA,20104,6.7,2-stage Cluster Sample
Polio,,States,Idaho,2012-13,88.5,23888,100,Census
Polio,,States,Illinois,2012-13,94.4,166884,100,Census
Polio,,States,Indiana,2012-13,93.4,86983,83.4,Voluntary Response
Polio,,States,Iowa,2012-13,90.5,41701,99.9,Census
Polio,,States,Kansas,2012-13,86.7,40738,31.8,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kentucky,2012-13,94.3,58466,97.2,Census
Polio,,States,Louisiana,2012-13,99,68874,100,Census
Polio,,States,Maine,2012-13,95.2,14313,94.6,Census
Polio,,States,Maryland,2012-13,99.6,75007,84.3,Voluntary Response
Polio,,States,Massachusetts,2012-13,94.2,79661,97.6,Census
Polio,,States,Michigan,2012-13,95.5,124662,100,Census
Polio,,States,Minnesota,2012-13,96.7,73310,100,Census
Polio,,States,Mississippi,2012-13,99.9,46595,100,Census
Polio,,States,Missouri,2012-13,96.9,78416,5.9,2-stage Cluster Sample
Polio,,States,Montana,2012-13,95,12516,95.8,Census
Polio,,States,Nebraska,2012-13,97.5,24999,96.6,Census
Polio,,States,Nevada,2012-13,97.4,36070,4.3,2-stage Cluster Sample
Polio,,States,New Hampshire,2012-13,NA,12943,99.2,Census
Polio,,States,New Jersey,2012-13,97,122516,96.7,Census
Polio,,States,New Mexico,2012-13,96.8,29279,3.3,2-stage Cluster Sample
Polio,,States,New York,2012-13,98.4,239484,100,Census
Polio,,States,North Carolina,2012-13,NA,130612,97.3,Census
Polio,,States,North Dakota,2012-13,92.7,9503,4.9,2-stage Cluster Sample
Polio,,States,Ohio,2012-13,96.5,163687,86.9,Census
Polio,,States,Oklahoma,2012-13,90.6,56943,95.5,Census
Polio,,States,Oregon,2012-13,93.6,47102,100,Census
Polio,,States,Pennsylvania,2012-13,94.9,151364,97.5,Census
Polio,,National,United States,2012-13,94.7,,,NaN
Polio,,States,Rhode Island,2012-13,95.5,12552,75.2,Voluntary Response
Polio,,States,South Carolina,2012-13,90.9,61799,17.9,1-Stage Cluster Sample
Polio,,States,South Dakota,2012-13,97.6,12468,100,Census
Polio,,States,Tennessee,2012-13,94.5,85801,97,Census
Polio,,States,Texas,2012-13,97.5,414688,96.6,Census
Polio,,National,U.S. Median,2012-13,95.1,,,NaN
Polio,,States,Utah,2012-13,98.1,54605,100,Census
Polio,,States,Vermont,2012-13,92.6,6792,100,Census
Polio,,States,Virginia,2012-13,94.1,104826,4.2,2-stage Cluster Sample
Polio,,States,Washington,2012-13,91.4,87773,94.7,Census
Polio,,States,West Virginia,2012-13,96.3,22588,86.5,Voluntary Response
Polio,,States,Wisconsin,2012-13,98.2,72416,1.8,2-stage Cluster Sample
Polio,,States,Wyoming,2012-13,97.6,8133,100,Census
Polio,,States,Alabama,2013-14,92,76927,100,Census
Polio,,States,Alaska,2013-14,97.2,10222,9.3,Stratified  2-stage cluster sample
Polio,,States,Arizona,2013-14,94.7,89606,95.8,Census
Polio,,States,Arkansas,2013-14,80.2,42649,96.3,Census
Polio,,States,California,2013-14,92.6,548606,97.3,Census
Polio,,States,Colorado,2013-14,78.3,69904,0.5,Random Sample
Polio,,States,Connecticut,2013-14,98.7,40978,100,Census
Polio,,States,Delaware,2013-14,96.4,11997,12.2,Stratified  2-stage cluster sample
Polio,,States,District of Columbia,2013-14,NA,7856,100,Census
Polio,,States,Florida,2013-14,93.2,233797,100,Census
Polio,,States,Georgia,2013-14,94,143988,100,Census
Polio,,States,Hawaii,2013-14,NA,20056,5.4,Stratified  2-stage cluster sample
Polio,,States,Idaho,2013-14,88.4,23934,100,Census
Polio,,States,Illinois,2013-14,94.9,163316,100,Census
Polio,,States,Indiana,2013-14,90,87193,70.3,Voluntary response
Polio,,States,Iowa,2013-14,91,43728,94.6,Census
Polio,,States,Kansas,2013-14,86.7,41107,29,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kentucky,2013-14,94.3,57857,100,Census
Polio,,States,Louisiana,2013-14,99,63976,100,Census
Polio,,States,Maine,2013-14,93.4,15441,82.4,Voluntary response
Polio,,States,Maryland,2013-14,99.2,75659,96.9,Census
Polio,,States,Massachusetts,2013-14,94.4,79894,97.9,Census
Polio,,States,Michigan,2013-14,95.4,120297,100,Census
Polio,,States,Minnesota,2013-14,96.6,72087,98.5,Census
Polio,,States,Mississippi,2013-14,99.7,45719,100,Census
Polio,,States,Missouri,2013-14,95.9,78140,100,Census
Polio,,States,Montana,2013-14,95.3,12855,95.4,Census
Polio,,States,Nebraska,2013-14,97.1,27000,97.3,Census
Polio,,States,Nevada,2013-14,94.8,35782,3.1,Stratified  2-stage cluster sample
Polio,,States,New Hampshire,2013-14,94.7,13240,100,Census
Polio,,States,New Jersey,2013-14,96.8,123085,95.4,Census
Polio,,States,New Mexico,2013-14,97.4,30725,2.7,Stratified  2-stage cluster sample
Polio,,States,New York,2013-14,98.1,240318,100,Census
Polio,,States,North Carolina,2013-14,NA,126084,97.7,Census
Polio,,States,North Dakota,2013-14,90.7,9780,96.1,Census (Public); Stratified  2-stage cluster sample(Private)
Polio,,States,Ohio,2013-14,96.4,150000,92.5,Census
Polio,,States,Oklahoma,2013-14,96.5,57377,71.3,Voluntary response
Polio,,States,Oregon,2013-14,93.3,47649,100,Census
Polio,,States,Pennsylvania,2013-14,93.2,151253,100,Census
Polio,,National,United States,2013-14,94.4,,,NaN
Polio,,States,Rhode Island,2013-14,96,11521,99.1,Census
Polio,,States,South Carolina,2013-14,97.6,61661,11,1-stage stratified sample
Polio,,States,South Dakota,2013-14,96.4,12566,100,Census
Polio,,States,Tennessee,2013-14,94.9,80212,99.8,Census
Polio,,States,Texas,2013-14,97.4,409255,97.1,Census
Polio,,National,U.S. Median,2013-14,94.9,,,NaN
Polio,,States,Utah,2013-14,98.4,54779,100,Census
Polio,,States,Vermont,2013-14,91.8,6771,100,Census
Polio,,States,Virginia,2013-14,93.3,105692,4.1,2-stage cluster  sample
Polio,,States,Washington,2013-14,89.1,89165,88.5,Voluntary response
Polio,,States,West Virginia,2013-14,96.1,22814,84.7,Voluntary response
Polio,,States,Wisconsin,2013-14,96.7,71363,2.8,Stratified  2-stage cluster sample
Polio,,States,Wyoming,2013-14,NA,,,Not conducted
Polio,,States,Alabama,2014-15,93.5,59660,100,Census
Polio,,States,Alaska,2014-15,94.8,10129,7.8,Stratified 2-stage cluster sample
Polio,,States,Arizona,2014-15,94.7,86153,98.3,Census
Polio,,States,Arkansas,2014-15,84.5,41252,95.9,Census (public); Voluntary response (private)
Polio,,States,California,2014-15,93,552583,96.9,Census
Polio,,States,Colorado,2014-15,81.4,70597,0.5,Simple random sample
Polio,,States,Connecticut,2014-15,97,39948,100,Census
Polio,,States,Delaware,2014-15,98.2,11476,7.9,Stratified 2-stage cluster sample
Polio,,States,District of Columbia,2014-15,92.2,7840,100,Census
Polio,,States,Florida,2014-15,93.3,228982,100,Census
Polio,,States,Georgia,2014-15,94,139471,100,Census
Polio,,States,Hawaii,2014-15,NA,20085,5.6,Stratified 2-stage cluster sample
Polio,,States,Idaho,2014-15,90.1,22968,100,Census
Polio,,States,Illinois,2014-15,94.8,156942,100,Census
Polio,,States,Indiana,2014-15,89.7,85477,70.1,Voluntary response
Polio,,States,Iowa,2014-15,91.9,43239,96.3,Census
Polio,,States,Kansas,2014-15,90,39685,24.5,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2014-15,94.7,57884,97.2,Census
Polio,,States,Louisiana,2014-15,98.9,60377,100,Census
Polio,,States,Maine,2014-15,95.6,13704,88.9,Voluntary response (public); Census (private)
Polio,,States,Maryland,2014-15,99.7,75391,90.2,Census (public); Voluntary response (private)
Polio,,States,Massachusetts,2014-15,95,74869,100,Census
Polio,,States,Michigan,2014-15,95.6,117963,100,Census
Polio,,States,Minnesota,2014-15,94.3,70896,97.8,Census
Polio,,States,Mississippi,2014-15,99.2,44129,100,Census
Polio,,States,Missouri,2014-15,96.3,75900,100,Census
Polio,,States,Montana,2014-15,95.2,12501,95.7,Census (public); Voluntary response (private)
Polio,,States,Nebraska,2014-15,97.6,26665,100,Census
Polio,,States,Nevada,2014-15,93.7,36755,2.8,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2014-15,91.4,12422,98.9,Census (public); Voluntary response (private)
Polio,,States,New Jersey,2014-15,92.3,120471,93.9,Census (public); Voluntary response (private)
Polio,,States,New Mexico,2014-15,97.9,29918,3.3,Stratified 2-stage cluster sample
Polio,,States,New York,2014-15,97.5,237045,100,Census
Polio,,States,North Carolina,2014-15,96.7,129792,95,Census (public). Voluntary response (private)
Polio,,States,North Dakota,2014-15,90.9,10017,99.9,Census
Polio,,States,Ohio,2014-15,92.5,149080,91,Census (public); Voluntary response (private)
Polio,,States,Oklahoma,2014-15,90.4,56967,95.9,Census
Polio,,States,Oregon,2014-15,94,46229,100,Census
Polio,,States,Pennsylvania,2014-15,97,146378,98.3,Census
Polio,,National,United States,2014-15,94.4,,,NaN
Polio,,States,Rhode Island,2014-15,96.2,11163,98.9,Census
Polio,,States,South Carolina,2014-15,97.7,62864,12.2,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2014-15,96.8,12008,100,Census
Polio,,States,Tennessee,2014-15,95.1,78276,100,Census
Polio,,States,Texas,2014-15,97.3,406099,98.3,Census (public); Voluntary response (private)
Polio,,National,U.S. Median,2014-15,94.8,,,NaN
Polio,,States,Utah,2014-15,94.2,50916,100,Census
Polio,,States,Vermont,2014-15,93.7,6277,100,Census
Polio,,States,Virginia,2014-15,91.9,103821,4.1,Stratified 2-stage cluster sample
Polio,,States,Washington,2014-15,88.4,88809,96.7,Census (public); Voluntary response (private)
Polio,,States,West Virginia,2014-15,98.8,22016,81.3,Voluntary response
Polio,,States,Wisconsin,2014-15,96.7,69335,2.5,Stratified 2-stage cluster sample
Polio,,States,Wyoming,2014-15,96.9,7983,97.9,Census
Polio,,States,Alabama,2015-16,93.1,60392,100,Census
Polio,,States,Alaska,2015-16,95.2,9937,7.8,Stratified 2-stage cluster sample
Polio,,States,Arizona,2015-16,94.6,83088,100,Census
Polio,,States,Arkansas,2015-16,88.1,40258,95.6,Census (public); Voluntary response (private)
Polio,,States,California,2015-16,94.7,593788,92.8,Census
Polio,,States,Colorado,2015-16,82.3,69137,0.5,Simple random sample
Polio,,States,Connecticut,2015-16,97,39533,100,Census
Polio,,States,Delaware,2015-16,98.2,11589,9.5,Stratified 2-stage cluster sample
Polio,,States,District of Columbia,2015-16,90.7,8080,100,Census
Polio,,States,Florida,2015-16,93.7,224430,100,Census
Polio,,States,Georgia,2015-16,94.6,131403,100,Census
Polio,,States,Hawaii,2015-16,94.4,16325,6.7,Stratified 2-stage cluster sample
Polio,,States,Idaho,2015-16,90.6,22686,100,Census
Polio,,States,Illinois,2015-16,94.9,151309,100,Census
Polio,,States,Indiana,2015-16,89.7,83525,69.5,Voluntary response
Polio,,States,Iowa,2015-16,91.8,41215,100,Census
Polio,,States,Kansas,2015-16,88.3,39555,21,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2015-16,94.3,54353,99.5,Census
Polio,,States,Louisiana,2015-16,96.9,59159,100,Census
Polio,,States,Maine,2015-16,96,13526,90.5,Census
Polio,,States,Maryland,2015-16,99.8,72012,94.3,Census (public); Voluntary response (private)
Polio,,States,Massachusetts,2015-16,96.7,72897,100,Census
Polio,,States,Michigan,2015-16,96.3,116299,100,Census
Polio,,States,Minnesota,2015-16,93.7,69710,97.8,Census
Polio,,States,Mississippi,2015-16,99.4,41042,100,Census
Polio,,States,Missouri,2015-16,96,74413,100,Census
Polio,,States,Montana,2015-16,95.3,11484,100,Census
Polio,,States,Nebraska,2015-16,97.1,30409,100,Census
Polio,,States,Nevada,2015-16,95.6,37118,3.3,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2015-16,91.9,11852,99.8,Census
Polio,,States,New Jersey,2015-16,96.3,110116,100,Census
Polio,,States,New Mexico,2015-16,95.6,29049,2.7,Stratified 2-stage cluster sample
Polio,,States,New York,2015-16,94,232521,100,Census
Polio,,States,North Carolina,2015-16,97.1,128290,92,Census (public). Voluntary response (private)
Polio,,States,North Dakota,2015-16,91.2,9875,97.1,Census
Polio,,States,Ohio,2015-16,92.4,144604,93.7,Census (public); Voluntary response (private)
Polio,,States,Oklahoma,2015-16,95.9,54335,96.1,Census
Polio,,States,Oregon,2015-16,93.7,45531,100,Census
Polio,,States,Pennsylvania,2015-16,97.8,143298,93.2,Census (public); Voluntary response (private)
Polio,,National,United States,2015-16,94.7,,,NaN
Polio,,States,Rhode Island,2015-16,97,11165,100,Census
Polio,,States,South Carolina,2015-16,97.5,59240,8.9,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2015-16,96.3,12181,100,Census
Polio,,States,Tennessee,2015-16,93.6,79233,100,Census
Polio,,States,Texas,2015-16,97.6,394801,98.7,Census (public); Voluntary response (private)
Polio,,National,U.S. Median,2015-16,94.8,,,NaN
Polio,,States,Utah,2015-16,94.1,50114,100,Census
Polio,,States,Vermont,2015-16,93.8,6366,100,Census
Polio,,States,Virginia,2015-16,93.9,100074,4.3,Stratified 2-stage cluster sample
Polio,,States,Washington,2015-16,88.7,86492,97.3,Census
Polio,,States,West Virginia,2015-16,95.4,21333,87.6,Voluntary response
Polio,,States,Wisconsin,2015-16,93.4,70220,2,Stratified 2-stage cluster sample
Polio,,States,Wyoming,2015-16,96.9,7825,74,Voluntary response
Polio,,States,Alabama,2016-17,93.8,58394,100,Census
Polio,,States,Alaska,2016-17,91.8,9815,7.6,Stratified 2-stage cluster sample
Polio,,States,Arizona,2016-17,94.4,83627,100,Census
Polio,,States,Arkansas,2016-17,89,39666,75.9,Voluntary response
Polio,,States,California,2016-17,97.3,575305,97.8,Census
Polio,,States,Colorado,2016-17,86.1,64440,100,Census
Polio,,States,Connecticut,2016-17,96.8,39002,100,Census
Polio,,States,Delaware,2016-17,99.4,11490,9.3,Stratified 2-stage cluster sample
Polio,,States,Florida,2016-17,94.1,224463,100,Census
Polio,,States,Georgia,2016-17,93.3,136165,100,Census
Polio,,States,Hawaii,2016-17,94.5,16325,6.7,Stratified 2-stage cluster sample
Polio,,States,Idaho,2016-17,90.3,22589,100,Census
Polio,,States,Illinois,2016-17,94.8,151309,97.7,Census
Polio,,States,Indiana,2016-17,89.5,83263,80.3,Voluntary response
Polio,,States,Iowa,2016-17,92.6,39587,100,Census
Polio,,States,Kansas,2016-17,88.2,38298,22.9,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2016-17,92.7,51487,92.9,Census
Polio,,States,Louisiana,2016-17,97.1,55257,100,Census
Polio,,States,Maine,2016-17,96.1,13834,90.1,Voluntary response (public). census (private)
Polio,,States,Maryland,2016-17,98.5,71467,98.1,Census
Polio,,States,Massachusetts,2016-17,96.6,70109,100,Census
Polio,,States,Michigan,2016-17,96.2,118777,100,Census
Polio,,States,Minnesota,2016-17,93.7,69140,96.7,Census
Polio,,States,Mississippi,2016-17,99.4,40509,100,Census
Polio,,States,Missouri,2016-17,95.6,73355,100,Census
Polio,,States,Montana,2016-17,94.2,11956,100,Census
Polio,,States,Nebraska,2016-17,97.6,27117,100,Census
Polio,,States,Nevada,2016-17,90.4,36885,3.7,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2016-17,91.5,12145,100,Census
Polio,,States,New Jersey,2016-17,96.5,109577,100,Census
Polio,,States,New Mexico,2016-17,95.1,27119,4.5,Stratified 2-stage cluster sample
Polio,,States,New York,2016-17,97.1,227050,100,Census
Polio,,States,North Carolina,2016-17,96.2,126454,88.2,Voluntary response
Polio,,States,North Dakota,2016-17,94,9799,98.7,Census
Polio,,States,Ohio,2016-17,92.7,137542,95.5,Census
Polio,,States,Oklahoma,2016-17,NA,52184,0,Census
Polio,,States,Oregon,2016-17,93.5,45705,100,Census
Polio,,States,Pennsylvania,2016-17,97.2,143888,84.4,Voluntary response
Polio,,National,United States,2016-17,95.2,,,NaN
Polio,,States,Rhode Island,2016-17,95.8,11100,98.4,Census
Polio,,States,South Carolina,2016-17,96.5,59177,8.9,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2016-17,96.5,12106,99.8,Census
Polio,,States,Tennessee,2016-17,96.8,78169,100,Census
Polio,,States,Texas,2016-17,97.3,389999,99,Census
Polio,,National,U.S. Median,2016-17,94.4,,,NaN
Polio,,States,Utah,2016-17,93.9,49073,100,Census
Polio,,States,Vermont,2016-17,93.5,6344,100,Census
Polio,,States,Virginia,2016-17,93.6,102357,4,Stratified 2-stage cluster sample
Polio,,States,Washington,2016-17,90.6,87142,98.2,Census
Polio,,States,West Virginia,2016-17,96.2,28666,66.5,Census (public). voluntary response (private)
Polio,,States,Wisconsin,2016-17,93.8,67607,2.2,Stratified 2-stage cluster sample
Polio,,States,Wyoming,2016-17,NA,,,Not conducted
Polio,,States,Alabama,2017-18,92.7,57245,100,Census
Polio,,States,Alaska,2017-18,92.9,9692,84.4,Stratified 2-stage cluster sample
Polio,,States,Arizona,2017-18,93.9,81710,100,Census
Polio,,States,Arkansas,2017-18,91.3,39630,95.4,Census 
Polio,,States,California,2017-18,96.8,574702,100,Census
Polio,,States,Colorado,2017-18,88.6,65718,100,Census
Polio,,States,Connecticut,2017-18,96.5,39174,100,Census
Polio,,States,Delaware,2017-18,97.1,10988,9.5,Stratified 2-stage cluster sample
Polio,,States,Florida,2017-18,93.7,222397,100,Census
Polio,,States,Georgia,2017-18,93.4,131459,100,Census
Polio,,States,Hawaii,2017-18,95.3,16325,6.6,Stratified 2-stage cluster sample
Polio,,States,Idaho,2017-18,89.9,22553,99,Census
Polio,,States,Illinois,2017-18,95.1,144858,100,Census
Polio,,States,Indiana,2017-18,92.7,84296,96.4,Voluntary Response
Polio,,States,Iowa,2017-18,93,39632,100,Census
Polio,,States,Kansas,2017-18,88.8,38484,23.1,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2017-18,94,55152,99,Census
Polio,,States,Louisiana,2017-18,95.8,58277,100,Census
Polio,,States,Maine,2017-18,95.3,13255,95.9,Census 
Polio,,States,Maryland,2017-18,98.1,68528,98.5,Census
Polio,,States,Massachusetts,2017-18,96.3,63377,100,Census
Polio,,States,Michigan,2017-18,95.7,119028,100,Census
Polio,,States,Minnesota,2017-18,93,69807,98.1,Census
Polio,,States,Mississippi,2017-18,99.4,39284,100,Census
Polio,,States,Missouri,2017-18,95.5,73113,100,Census
Polio,,States,Montana,2017-18,93.8,12188,100,Census
Polio,,States,Nebraska,2017-18,96.7,26313,98.6,Census
Polio,,States,Nevada,2017-18,93.8,37178,4.8,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2017-18,92.4,12165,100,Census
Polio,,States,New Jersey,2017-18,96.1,107630,100,Census
Polio,,States,New Mexico,2017-18,94.8,26896,99.6,Stratified 2-stage cluster sample
Polio,,States,New York,2017-18,97,226456,100,Census
Polio,,States,North Carolina,2017-18,97,127197,90.9,Census
Polio,,States,North Dakota,2017-18,94.4,10365,99.4,Census
Polio,,States,Ohio,2017-18,92.3,138753,94.9,Census
Polio,,States,Oklahoma,2017-18,93.7,53898,92.1,Census (public). voluntary response (private)
Polio,,States,Oregon,2017-18,92.7,45818,100,Census
Polio,,States,Pennsylvania,2017-18,96.5,141571,93.3,Voluntary response
Polio,,National,United States,2017-18,95.1,,,NaN
Polio,,States,Rhode Island,2017-18,96.3,11025,100,Census
Polio,,States,South Carolina,2017-18,97,58458,27,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2017-18,96.5,12125,99.9,Census
Polio,,States,Tennessee,2017-18,96.7,78743,100,Census
Polio,,States,Texas,2017-18,96.9,387981,99.4,Census
Polio,,National,U.S. Median,2017-18,94.4,,,NaN
Polio,,States,Utah,2017-18,93.5,48827,100,Census
Polio,,States,Vermont,2017-18,94.1,6255,100,Census
Polio,,States,Virginia,2017-18,93.5,100581,4.4,Stratified 2-stage cluster sample
Polio,,States,Washington,2017-18,89.9,85118,96.9,Census
Polio,,States,West Virginia,2017-18,98.2,19519,79.3,Voluntary response
Polio,,States,Wisconsin,2017-18,92.4,66178,2.3,Stratified 2-stage cluster sample
Polio,,States,Wyoming,2017-18,NA,,,Not conducted 
Polio,,States,Alabama,2018-19,90.6,77739,100,Census
Polio,,States,Arizona,2018-19,93.2,79981,100,Census
Polio,,States,Arkansas,2018-19,93.6,39257,95.4,Census (public). voluntary response (private)
Polio,,States,California,2018-19,96.5,568947,97.7,Census
Polio,,States,Colorado,2018-19,87.2,64191,100,Census
Polio,,States,Connecticut,2018-19,96,38230,100,Census
Polio,,States,Delaware,2018-19,98.1,10798,9.5,Stratified 2-stage cluster sample
Polio,,States,Florida,2018-19,93.8,224641,100,Census
Polio,,States,Georgia,2018-19,93.6,131275,100,Census
Polio,,States,Hawaii,2018-19,92.8,16051,6.7,Stratified 2-stage cluster sample
Polio,,States,Idaho,2018-19,89.1,22995,99,Census
Polio,,States,Illinois,2018-19,94.6,143876,100,Census
Polio,,States,Indiana,2018-19,91.3,82324,96.4,Census
Polio,,States,Iowa,2018-19,93.3,40624,100,Census
Polio,,States,Kansas,2018-19,89.3,37838,23.1,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2018-19,94.1,55587,99,Census
Polio,,States,Louisiana,2018-19,98.4,56203,100,Census
Polio,,States,Maine,2018-19,94.5,13419,95.9,Census
Polio,,States,Maryland,2018-19,97.9,71431,100,Census
Polio,,States,Massachusetts,2018-19,96.9,65279,100,Census
Polio,,States,Michigan,2018-19,95.2,118632,100,Census
Polio,,States,Minnesota,2018-19,92.8,70085,98.1,Census
Polio,,States,Mississippi,2018-19,99.2,37775,100,Census
Polio,,States,Missouri,2018-19,95,72687,100,Census
Polio,,States,Montana,2018-19,93.7,12480,100,Census
Polio,,States,Nebraska,2018-19,97.5,26925,98.6,Census
Polio,,States,Nevada,2018-19,95.4,37971,4.8,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2018-19,91.8,12421,100,Census
Polio,,States,New Jersey,2018-19,95,109161,100,Census
Polio,,States,New Mexico,2018-19,96.1,25269,99.6,Census
Polio,,States,New York,2018-19,96.8,220495,100,Census
Polio,,States,North Carolina,2018-19,93.3,124343,90.9,Census (public). voluntary response (private)
Polio,,States,North Dakota,2018-19,93.8,10382,99.4,Census
Polio,,States,Ohio,2018-19,92,139679,94.9,Census (public). voluntary response (private)
Polio,,States,Oklahoma,2018-19,93,54806,92.1,Census (public). voluntary response (private)
Polio,,States,Oregon,2018-19,92.7,45870,100,Census
Polio,,States,Pennsylvania,2018-19,96.2,143560,93.3,Census (public). voluntary response (private)
Polio,,National,United States,2018-19,94.7,,,NaN
Polio,,States,Rhode Island,2018-19,97.6,10964,100,Census
Polio,,States,South Carolina,2018-19,95,58442,27,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2018-19,95.9,12062,99.9,Census
Polio,,States,Tennessee,2018-19,96.2,78630,100,Census
Polio,,States,Texas,2018-19,96.9,390034,99.4,Census
Polio,,National,U.S. Median,2018-19,94.1,,,NaN
Polio,,States,Utah,2018-19,92.6,50179,100,Census
Polio,,States,Vermont,2018-19,92.5,6126,100,Census
Polio,,States,Virginia,2018-19,93.5,100394,4.4,Stratified 2-stage cluster sample
Polio,,States,Washington,2018-19,90.2,87510,96.9,Census
Polio,,States,West Virginia,2018-19,98.8,19442,79.3,Voluntary response
Polio,,States,Wisconsin,2018-19,92.3,66344,2.3,Stratified 2-stage cluster sample
Polio,,States,Wyoming,2018-19,95.3,7734,100,Census
Polio,,States,Alabama,2019-20,86.6,59477,94.9,Census
Polio,,States,Alaska,2019-20,NA,10381,82.7,Voluntary response
Polio,,States,Arizona,2019-20,93.1,83976,98.7,Census (public). voluntary response (private)
Polio,,States,Arkansas,2019-20,93.4,39510,96.2,Census (public). voluntary response (private)
Polio,,States,California,2019-20,96.6,566155,97.9,Census
Polio,,States,Colorado,2019-20,90.6,69088,98.2,Census
Polio,,States,Connecticut,2019-20,96.3,38888,100,Census
Polio,,States,Delaware,2019-20,NA,,,Not Conducted
Polio,,States,District of Columbia,2019-20,NA,,,Not Conducted
Polio,,States,Florida,2019-20,93.5,228298,100,Census
Polio,,States,Georgia,2019-20,93.1,130102,100,Census
Polio,,States,Hawaii,2019-20,91.6,15695,8.9,Stratified 2-stage cluster sample
Polio,,States,Idaho,2019-20,89.1,23301,98.5,Census
Polio,,States,Illinois,2019-20,96.5,145891,100,Census
Polio,,States,Indiana,2019-20,90.4,88253,65.7,Voluntary response
Polio,,States,Iowa,2019-20,93.2,40812,100,Census
Polio,,States,Kansas,2019-20,93.7,37865,34.3,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2019-20,94.1,59233,92.9,Census
Polio,,States,Louisiana,2019-20,98,59685,100,Census
Polio,,States,Maine,2019-20,94.2,13450,99.6,Census 
Polio,,States,Maryland,2019-20,98.4,72443,98.3,Census (public). voluntary response (private)
Polio,,States,Massachusetts,2019-20,97.3,66756,100,Census
Polio,,States,Michigan,2019-20,95.3,120565,100,Census
Polio,,States,Minnesota,2019-20,92.8,71223,98.7,Census
Polio,,States,Mississippi,2019-20,99.1,37870,100,Census
Polio,,States,Missouri,2019-20,94.9,72324,100,Census
Polio,,States,Montana,2019-20,93.8,12501,100,Census
Polio,,States,Nebraska,2019-20,97.4,26893,96.7,Census
Polio,,States,Nevada,2019-20,95,37724,99.9,Census
Polio,,States,New Hampshire,2019-20,91.5,12447,100,Census
Polio,,States,New Jersey,2019-20,95.9,107900,100,Census
Polio,,States,New Mexico,2019-20,96.9,23087,100,Census
Polio,,States,New York,2019-20,97.2,234165,99.9,Census
Polio,,States,North Carolina,2019-20,95.5,124548,97.8,Census
Polio,,States,North Dakota,2019-20,94.6,10587,99.5,Census
