Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),Population Size
Seasonal Influenza,HHS Regions/National,Region 1,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2006-07,Race/Ethnicity ,Hispanic,76.4,208
Seasonal Influenza,States,South Carolina,2006-07,Race/Ethnicity ,Hispanic,72.2,54
Seasonal Influenza,States,South Dakota,2006-07,Race/Ethnicity ,Hispanic,88.9,18
Seasonal Influenza,States,Tennessee,2006-07,Race/Ethnicity ,Hispanic,70.2,94
Seasonal Influenza,States,Texas,2006-07,Race/Ethnicity ,Hispanic,76.8,19935
Seasonal Influenza,HHS Regions/National,Region 10,2006-07,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Utah,2006-07,Race/Ethnicity ,Hispanic,78,314
Seasonal Influenza,States,Vermont,2006-07,Race/Ethnicity ,Hispanic,77.8,9
Seasonal Influenza,States,Virginia,2006-07,Race/Ethnicity ,Hispanic,65.8,298
Seasonal Influenza,States,Washington,2006-07,Race/Ethnicity ,Hispanic,74.6,492
Seasonal Influenza,States,West Virginia,2006-07,Race/Ethnicity ,Hispanic,71,31
Seasonal Influenza,States,Wisconsin,2006-07,Race/Ethnicity ,Hispanic,81.6,282
Seasonal Influenza,States,Wyoming,2006-07,Race/Ethnicity ,Hispanic,82.7,98
Seasonal Influenza,States,Alabama,2007-08,Race/Ethnicity ,Hispanic,80.7,57
Seasonal Influenza,States,Alaska,2007-08,Race/Ethnicity ,Hispanic,91.7,12
Seasonal Influenza,States,Arizona,2007-08,Race/Ethnicity ,Hispanic,68.5,3096
Seasonal Influenza,States,Arkansas,2007-08,Race/Ethnicity ,Hispanic,79.4,63
Seasonal Influenza,States,California,2007-08,Race/Ethnicity ,Hispanic,71.9,23608
Seasonal Influenza,States,Colorado,2007-08,Race/Ethnicity ,Hispanic,79,2171
Seasonal Influenza,States,Connecticut,2007-08,Race/Ethnicity ,Hispanic,74.4,1483
Seasonal Influenza,States,Delaware,2007-08,Race/Ethnicity ,Hispanic,92.4,79
Seasonal Influenza,States,District of Columbia,2007-08,Race/Ethnicity ,Hispanic,83.7,43
Seasonal Influenza,States,Florida,2007-08,Race/Ethnicity ,Hispanic,48.6,12464
Seasonal Influenza,States,Georgia,2007-08,Race/Ethnicity ,Hispanic,78.1,251
Seasonal Influenza,States,Hawaii,2007-08,Race/Ethnicity ,Hispanic,90.5,95
Seasonal Influenza,States,Idaho,2007-08,Race/Ethnicity ,Hispanic,76,146
Seasonal Influenza,States,Illinois,2007-08,Race/Ethnicity ,Hispanic,61.4,3342
Seasonal Influenza,States,Indiana,2007-08,Race/Ethnicity ,Hispanic,65.8,409
Seasonal Influenza,States,Iowa,2007-08,Race/Ethnicity ,Hispanic,79.5,132
Seasonal Influenza,States,Kansas,2007-08,Race/Ethnicity ,Hispanic,79.3,367
Seasonal Influenza,States,Kentucky,2007-08,Race/Ethnicity ,Hispanic,69.4,49
Seasonal Influenza,States,Louisiana,2007-08,Race/Ethnicity ,Hispanic,72.6,237
Seasonal Influenza,States,Maine,2007-08,Race/Ethnicity ,Hispanic,84.6,13
Seasonal Influenza,States,Maryland,2007-08,Race/Ethnicity ,Hispanic,70.3,354
Seasonal Influenza,States,Massachusetts,2007-08,Race/Ethnicity ,Hispanic,74.3,1387
Seasonal Influenza,States,Michigan,2007-08,Race/Ethnicity ,Hispanic,74.5,647
Seasonal Influenza,States,Minnesota,2007-08,Race/Ethnicity ,Hispanic,85.7,238
Seasonal Influenza,States,Mississippi,2007-08,Race/Ethnicity ,Hispanic,94.3,35
Seasonal Influenza,States,Missouri,2007-08,Race/Ethnicity ,Hispanic,76.4,314
Seasonal Influenza,States,Montana,2007-08,Race/Ethnicity ,Hispanic,82.7,52
Seasonal Influenza,States,Nebraska,2007-08,Race/Ethnicity ,Hispanic,75.6,193
Seasonal Influenza,States,Nevada,2007-08,Race/Ethnicity ,Hispanic,65.1,338
Seasonal Influenza,States,New Hampshire,2007-08,Race/Ethnicity ,Hispanic,76.5,34
Seasonal Influenza,States,New Jersey,2007-08,Race/Ethnicity ,Hispanic,78.3,3965
Seasonal Influenza,States,New Mexico,2007-08,Race/Ethnicity ,Hispanic,76.1,2457
Seasonal Influenza,States,New York,2007-08,Race/Ethnicity ,Hispanic,83.7,11997
Seasonal Influenza,States,North Carolina,2007-08,Race/Ethnicity ,Hispanic,73.1,260
Seasonal Influenza,States,North Dakota,2007-08,Race/Ethnicity ,Hispanic,100,17
Seasonal Influenza,States,Ohio,2007-08,Race/Ethnicity ,Hispanic,69,814
Seasonal Influenza,States,Oklahoma,2007-08,Race/Ethnicity ,Hispanic,86.1,274
Seasonal Influenza,States,Oregon,2007-08,Race/Ethnicity ,Hispanic,70.8,178
Seasonal Influenza,States,Pennsylvania,2007-08,Race/Ethnicity ,Hispanic,78.6,1097
Seasonal Influenza,HHS Regions/National,United States,2007-08,Race/Ethnicity ,Hispanic,72.5,95242
Seasonal Influenza,HHS Regions/National,Region 1,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2007-08,Race/Ethnicity ,Hispanic,79.6,191
Seasonal Influenza,States,South Carolina,2007-08,Race/Ethnicity ,Hispanic,77.8,54
Seasonal Influenza,States,South Dakota,2007-08,Race/Ethnicity ,Hispanic,82.4,17
Seasonal Influenza,States,Tennessee,2007-08,Race/Ethnicity ,Hispanic,73.6,129
Seasonal Influenza,States,Texas,2007-08,Race/Ethnicity ,Hispanic,80,20455
Seasonal Influenza,HHS Regions/National,Region 10,2007-08,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Utah,2007-08,Race/Ethnicity ,Hispanic,71,345
Seasonal Influenza,States,Vermont,2007-08,Race/Ethnicity ,Hispanic,84.6,13
Seasonal Influenza,States,Virginia,2007-08,Race/Ethnicity ,Hispanic,74.5,325
Seasonal Influenza,States,Washington,2007-08,Race/Ethnicity ,Hispanic,75.2,520
Seasonal Influenza,States,West Virginia,2007-08,Race/Ethnicity ,Hispanic,76.9,26
Seasonal Influenza,States,Wisconsin,2007-08,Race/Ethnicity ,Hispanic,79.7,315
Seasonal Influenza,States,Wyoming,2007-08,Race/Ethnicity ,Hispanic,75,84
Seasonal Influenza,States,Alabama,2008-09,Race/Ethnicity ,Hispanic,78.6,56
Seasonal Influenza,States,Alaska,2008-09,Race/Ethnicity ,Hispanic,72.7,11
Seasonal Influenza,States,Arizona,2008-09,Race/Ethnicity ,Hispanic,71.5,3015
Seasonal Influenza,States,Arkansas,2008-09,Race/Ethnicity ,Hispanic,89.9,69
Seasonal Influenza,States,California,2008-09,Race/Ethnicity ,Hispanic,74.3,24550
Seasonal Influenza,States,Colorado,2008-09,Race/Ethnicity ,Hispanic,79.7,2156
Seasonal Influenza,States,Connecticut,2008-09,Race/Ethnicity ,Hispanic,77.7,1485
Seasonal Influenza,States,Delaware,2008-09,Race/Ethnicity ,Hispanic,83,88
Seasonal Influenza,States,District of Columbia,2008-09,Race/Ethnicity ,Hispanic,74.5,51
Seasonal Influenza,States,Florida,2008-09,Race/Ethnicity ,Hispanic,50.6,12832
Seasonal Influenza,States,Georgia,2008-09,Race/Ethnicity ,Hispanic,81,441
Seasonal Influenza,States,Hawaii,2008-09,Race/Ethnicity ,Hispanic,86.1,108
Seasonal Influenza,States,Idaho,2008-09,Race/Ethnicity ,Hispanic,82.7,150
Seasonal Influenza,States,Illinois,2008-09,Race/Ethnicity ,Hispanic,64,3490
Seasonal Influenza,States,Indiana,2008-09,Race/Ethnicity ,Hispanic,68.5,378
Seasonal Influenza,States,Iowa,2008-09,Race/Ethnicity ,Hispanic,86.2,123
Seasonal Influenza,States,Kansas,2008-09,Race/Ethnicity ,Hispanic,81.3,343
Seasonal Influenza,States,Kentucky,2008-09,Race/Ethnicity ,Hispanic,77.9,68
Seasonal Influenza,States,Louisiana,2008-09,Race/Ethnicity ,Hispanic,78,255
Seasonal Influenza,States,Maine,2008-09,Race/Ethnicity ,Hispanic,90.9,11
Seasonal Influenza,States,Maryland,2008-09,Race/Ethnicity ,Hispanic,71.3,369
Seasonal Influenza,States,Massachusetts,2008-09,Race/Ethnicity ,Hispanic,79.2,1456
Seasonal Influenza,States,Michigan,2008-09,Race/Ethnicity ,Hispanic,73.5,678
Seasonal Influenza,States,Minnesota,2008-09,Race/Ethnicity ,Hispanic,86.4,236
Seasonal Influenza,States,Mississippi,2008-09,Race/Ethnicity ,Hispanic,90,30
Seasonal Influenza,States,Missouri,2008-09,Race/Ethnicity ,Hispanic,79,333
Seasonal Influenza,States,Montana,2008-09,Race/Ethnicity ,Hispanic,85.4,41
Seasonal Influenza,States,Nebraska,2008-09,Race/Ethnicity ,Hispanic,82.9,175
Seasonal Influenza,States,Nevada,2008-09,Race/Ethnicity ,Hispanic,57.4,359
Seasonal Influenza,States,New Hampshire,2008-09,Race/Ethnicity ,Hispanic,84.1,44
Seasonal Influenza,States,New Jersey,2008-09,Race/Ethnicity ,Hispanic,79.5,4104
Seasonal Influenza,States,New Mexico,2008-09,Race/Ethnicity ,Hispanic,78.4,2466
Seasonal Influenza,States,New York,2008-09,Race/Ethnicity ,Hispanic,84.2,12335
Seasonal Influenza,States,North Carolina,2008-09,Race/Ethnicity ,Hispanic,72.1,283
Seasonal Influenza,States,North Dakota,2008-09,Race/Ethnicity ,Hispanic,88.2,17
Seasonal Influenza,States,Ohio,2008-09,Race/Ethnicity ,Hispanic,75.8,830
Seasonal Influenza,States,Oklahoma,2008-09,Race/Ethnicity ,Hispanic,82.5,280
Seasonal Influenza,States,Oregon,2008-09,Race/Ethnicity ,Hispanic,71.7,184
Seasonal Influenza,States,Pennsylvania,2008-09,Race/Ethnicity ,Hispanic,78.6,1245
Seasonal Influenza,HHS Regions/National,United States,2008-09,Race/Ethnicity ,Hispanic,74.2,98213
Seasonal Influenza,HHS Regions/National,Region 1,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2008-09,Race/Ethnicity ,Hispanic,83.5,194
Seasonal Influenza,States,South Carolina,2008-09,Race/Ethnicity ,Hispanic,79.7,64
Seasonal Influenza,States,South Dakota,2008-09,Race/Ethnicity ,Hispanic,80,20
Seasonal Influenza,States,Tennessee,2008-09,Race/Ethnicity ,Hispanic,78.3,115
Seasonal Influenza,States,Texas,2008-09,Race/Ethnicity ,Hispanic,80.8,21058
Seasonal Influenza,HHS Regions/National,Region 10,2008-09,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Utah,2008-09,Race/Ethnicity ,Hispanic,78.9,294
Seasonal Influenza,States,Vermont,2008-09,Race/Ethnicity ,Hispanic,88.9,9
Seasonal Influenza,States,Virginia,2008-09,Race/Ethnicity ,Hispanic,74.6,311
Seasonal Influenza,States,Washington,2008-09,Race/Ethnicity ,Hispanic,76.3,540
Seasonal Influenza,States,West Virginia,2008-09,Race/Ethnicity ,Hispanic,64.3,28
Seasonal Influenza,States,Wisconsin,2008-09,Race/Ethnicity ,Hispanic,82.4,353
Seasonal Influenza,States,Wyoming,2008-09,Race/Ethnicity ,Hispanic,81.7,82
Seasonal Influenza,States,Alabama,2009-10,Race/Ethnicity ,Hispanic,90,50
Seasonal Influenza,States,Alaska,2009-10,Race/Ethnicity ,Hispanic,85.7,14
Seasonal Influenza,States,Arizona,2009-10,Race/Ethnicity ,Hispanic,70.8,3167
Seasonal Influenza,States,Arkansas,2009-10,Race/Ethnicity ,Hispanic,73.5,83
Seasonal Influenza,States,California,2009-10,Race/Ethnicity ,Hispanic,74.4,25991
Seasonal Influenza,States,Colorado,2009-10,Race/Ethnicity ,Hispanic,80.6,2179
Seasonal Influenza,States,Connecticut,2009-10,Race/Ethnicity ,Hispanic,81.8,1480
Seasonal Influenza,States,Delaware,2009-10,Race/Ethnicity ,Hispanic,85.1,101
Seasonal Influenza,States,District of Columbia,2009-10,Race/Ethnicity ,Hispanic,69.4,62
Seasonal Influenza,States,Florida,2009-10,Race/Ethnicity ,Hispanic,48.9,13245
Seasonal Influenza,States,Georgia,2009-10,Race/Ethnicity ,Hispanic,81.3,507
Seasonal Influenza,States,Hawaii,2009-10,Race/Ethnicity ,Hispanic,87.4,103
Seasonal Influenza,States,Idaho,2009-10,Race/Ethnicity ,Hispanic,82.2,174
Seasonal Influenza,States,Illinois,2009-10,Race/Ethnicity ,Hispanic,69.2,3680
Seasonal Influenza,States,Indiana,2009-10,Race/Ethnicity ,Hispanic,76.8,379
Seasonal Influenza,States,Iowa,2009-10,Race/Ethnicity ,Hispanic,86.2,123
Seasonal Influenza,States,Kansas,2009-10,Race/Ethnicity ,Hispanic,81.7,405
Seasonal Influenza,States,Kentucky,2009-10,Race/Ethnicity ,Hispanic,77.6,67
Seasonal Influenza,States,Louisiana,2009-10,Race/Ethnicity ,Hispanic,79.9,274
Seasonal Influenza,States,Maine,2009-10,Race/Ethnicity ,Hispanic,100,14
Seasonal Influenza,States,Maryland,2009-10,Race/Ethnicity ,Hispanic,70.8,391
Seasonal Influenza,States,Massachusetts,2009-10,Race/Ethnicity ,Hispanic,80,1572
Seasonal Influenza,States,Michigan,2009-10,Race/Ethnicity ,Hispanic,78,651
Seasonal Influenza,States,Minnesota,2009-10,Race/Ethnicity ,Hispanic,88.2,262
Seasonal Influenza,States,Mississippi,2009-10,Race/Ethnicity ,Hispanic,70,30
Seasonal Influenza,States,Missouri,2009-10,Race/Ethnicity ,Hispanic,79.2,327
Seasonal Influenza,States,Montana,2009-10,Race/Ethnicity ,Hispanic,74.5,47
Seasonal Influenza,States,Nebraska,2009-10,Race/Ethnicity ,Hispanic,84.3,178
Seasonal Influenza,States,Nevada,2009-10,Race/Ethnicity ,Hispanic,62.2,421
Seasonal Influenza,States,New Hampshire,2009-10,Race/Ethnicity ,Hispanic,86,43
Seasonal Influenza,States,New Jersey,2009-10,Race/Ethnicity ,Hispanic,80.7,4224
Seasonal Influenza,States,New Mexico,2009-10,Race/Ethnicity ,Hispanic,76.6,2487
Seasonal Influenza,States,New York,2009-10,Race/Ethnicity ,Hispanic,82.8,12826
Seasonal Influenza,States,North Carolina,2009-10,Race/Ethnicity ,Hispanic,71.1,294
Seasonal Influenza,States,North Dakota,2009-10,Race/Ethnicity ,Hispanic,94.1,17
Seasonal Influenza,States,Ohio,2009-10,Race/Ethnicity ,Hispanic,72.9,848
Seasonal Influenza,States,Oklahoma,2009-10,Race/Ethnicity ,Hispanic,82.3,282
Seasonal Influenza,States,Oregon,2009-10,Race/Ethnicity ,Hispanic,79.1,201
Seasonal Influenza,States,Pennsylvania,2009-10,Race/Ethnicity ,Hispanic,77.8,1334
Seasonal Influenza,HHS Regions/National,United States,2009-10,Race/Ethnicity ,Hispanic,74.2,102410
Seasonal Influenza,HHS Regions/National,Region 1,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2009-10,Race/Ethnicity ,Hispanic,76.6,218
Seasonal Influenza,States,South Carolina,2009-10,Race/Ethnicity ,Hispanic,67.9,78
Seasonal Influenza,States,South Dakota,2009-10,Race/Ethnicity ,Hispanic,91.7,24
Seasonal Influenza,States,Tennessee,2009-10,Race/Ethnicity ,Hispanic,69.9,123
Seasonal Influenza,States,Texas,2009-10,Race/Ethnicity ,Hispanic,81,21650
Seasonal Influenza,HHS Regions/National,Region 10,2009-10,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Utah,2009-10,Race/Ethnicity ,Hispanic,79.9,348
Seasonal Influenza,States,Vermont,2009-10,Race/Ethnicity ,Hispanic,90,10
Seasonal Influenza,States,Virginia,2009-10,Race/Ethnicity ,Hispanic,78.5,368
Seasonal Influenza,States,Washington,2009-10,Race/Ethnicity ,Hispanic,79.8,544
Seasonal Influenza,States,West Virginia,2009-10,Race/Ethnicity ,Hispanic,76.7,30
Seasonal Influenza,States,Wisconsin,2009-10,Race/Ethnicity ,Hispanic,82.5,388
Seasonal Influenza,States,Wyoming,2009-10,Race/Ethnicity ,Hispanic,84.4,96
Seasonal Influenza,States,Alabama,2010-11,Race/Ethnicity ,Hispanic,63.8,58
Seasonal Influenza,States,Alaska,2010-11,Race/Ethnicity ,Hispanic,90.9,11
Seasonal Influenza,States,Arizona,2010-11,Race/Ethnicity ,Hispanic,71.7,3255
Seasonal Influenza,States,Arkansas,2010-11,Race/Ethnicity ,Hispanic,77.6,58
Seasonal Influenza,States,California,2010-11,Race/Ethnicity ,Hispanic,72.8,27549
Seasonal Influenza,States,Colorado,2010-11,Race/Ethnicity ,Hispanic,76.2,2279
Seasonal Influenza,States,Connecticut,2010-11,Race/Ethnicity ,Hispanic,72.8,1635
Seasonal Influenza,States,Delaware,2010-11,Race/Ethnicity ,Hispanic,84,100
Seasonal Influenza,States,District of Columbia,2010-11,Race/Ethnicity ,Hispanic,66.1,62
Seasonal Influenza,States,Florida,2010-11,Race/Ethnicity ,Hispanic,45.4,13855
Seasonal Influenza,States,Georgia,2010-11,Race/Ethnicity ,Hispanic,72.9,273
Seasonal Influenza,States,Hawaii,2010-11,Race/Ethnicity ,Hispanic,81.5,130
Seasonal Influenza,States,Idaho,2010-11,Race/Ethnicity ,Hispanic,75.5,155
Seasonal Influenza,States,Illinois,2010-11,Race/Ethnicity ,Hispanic,66.9,3724
Seasonal Influenza,States,Indiana,2010-11,Race/Ethnicity ,Hispanic,70.8,363
Seasonal Influenza,States,Iowa,2010-11,Race/Ethnicity ,Hispanic,84.9,119
Seasonal Influenza,States,Kansas,2010-11,Race/Ethnicity ,Hispanic,79.6,378
Seasonal Influenza,States,Kentucky,2010-11,Race/Ethnicity ,Hispanic,64,75
Seasonal Influenza,States,Louisiana,2010-11,Race/Ethnicity ,Hispanic,73.2,228
Seasonal Influenza,States,Maine,2010-11,Race/Ethnicity ,Hispanic,90.9,11
Seasonal Influenza,States,Maryland,2010-11,Race/Ethnicity ,Hispanic,74.3,416
Seasonal Influenza,States,Massachusetts,2010-11,Race/Ethnicity ,Hispanic,77.7,1602
Seasonal Influenza,States,Michigan,2010-11,Race/Ethnicity ,Hispanic,77.1,646
Seasonal Influenza,States,Minnesota,2010-11,Race/Ethnicity ,Hispanic,89.2,259
Seasonal Influenza,States,Mississippi,2010-11,Race/Ethnicity ,Hispanic,74.1,27
Seasonal Influenza,States,Missouri,2010-11,Race/Ethnicity ,Hispanic,79.1,234
Seasonal Influenza,States,Montana,2010-11,Race/Ethnicity ,Hispanic,82.1,39
Seasonal Influenza,States,Nebraska,2010-11,Race/Ethnicity ,Hispanic,77.2,184
Seasonal Influenza,States,Nevada,2010-11,Race/Ethnicity ,Hispanic,51.5,544
Seasonal Influenza,States,New Hampshire,2010-11,Race/Ethnicity ,Hispanic,84.4,32
Seasonal Influenza,States,New Jersey,2010-11,Race/Ethnicity ,Hispanic,74.5,4321
Seasonal Influenza,States,New Mexico,2010-11,Race/Ethnicity ,Hispanic,72.3,2608
Seasonal Influenza,States,New York,2010-11,Race/Ethnicity ,Hispanic,80.2,13007
Seasonal Influenza,States,North Carolina,2010-11,Race/Ethnicity ,Hispanic,68.4,297
Seasonal Influenza,States,North Dakota,2010-11,Race/Ethnicity ,Hispanic,72.7,11
Seasonal Influenza,States,Ohio,2010-11,Race/Ethnicity ,Hispanic,70.4,881
Seasonal Influenza,States,Oklahoma,2010-11,Race/Ethnicity ,Hispanic,78.8,292
Seasonal Influenza,States,Oregon,2010-11,Race/Ethnicity ,Hispanic,78,205
Seasonal Influenza,States,Pennsylvania,2010-11,Race/Ethnicity ,Hispanic,76.2,1342
Seasonal Influenza,HHS Regions/National,United States,2010-11,Race/Ethnicity ,Hispanic,69.7,105828
Seasonal Influenza,HHS Regions/National,Region 1,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2010-11,Race/Ethnicity ,Hispanic,79.4,228
Seasonal Influenza,States,South Carolina,2010-11,Race/Ethnicity ,Hispanic,77.5,80
Seasonal Influenza,States,South Dakota,2010-11,Race/Ethnicity ,Hispanic,95.2,21
Seasonal Influenza,States,Tennessee,2010-11,Race/Ethnicity ,Hispanic,77.7,130
Seasonal Influenza,States,Texas,2010-11,Race/Ethnicity ,Hispanic,70,22281
Seasonal Influenza,HHS Regions/National,Region 10,2010-11,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Utah,2010-11,Race/Ethnicity ,Hispanic,72.9,373
Seasonal Influenza,States,Vermont,2010-11,Race/Ethnicity ,Hispanic,100,10
Seasonal Influenza,States,Virginia,2010-11,Race/Ethnicity ,Hispanic,78.1,360
Seasonal Influenza,States,Washington,2010-11,Race/Ethnicity ,Hispanic,77.4,567
Seasonal Influenza,States,West Virginia,2010-11,Race/Ethnicity ,Hispanic,72,25
Seasonal Influenza,States,Wisconsin,2010-11,Race/Ethnicity ,Hispanic,81.3,374
Seasonal Influenza,States,Wyoming,2010-11,Race/Ethnicity ,Hispanic,86,114
Seasonal Influenza,States,Alabama,2011-12,Race/Ethnicity ,Hispanic,70.4,54
Seasonal Influenza,States,Alaska,2011-12,Race/Ethnicity ,Hispanic,100,14
Seasonal Influenza,States,Arizona,2011-12,Race/Ethnicity ,Hispanic,72.2,3406
Seasonal Influenza,States,Arkansas,2011-12,Race/Ethnicity ,Hispanic,83.6,73
Seasonal Influenza,States,California,2011-12,Race/Ethnicity ,Hispanic,75.6,29139
Seasonal Influenza,States,Colorado,2011-12,Race/Ethnicity ,Hispanic,77.9,2344
Seasonal Influenza,States,Connecticut,2011-12,Race/Ethnicity ,Hispanic,77.3,1699
Seasonal Influenza,States,Delaware,2011-12,Race/Ethnicity ,Hispanic,84.5,116
Seasonal Influenza,States,District of Columbia,2011-12,Race/Ethnicity ,Hispanic,70.3,64
Seasonal Influenza,States,Florida,2011-12,Race/Ethnicity ,Hispanic,47.2,13975
Seasonal Influenza,States,Georgia,2011-12,Race/Ethnicity ,Hispanic,75.6,312
Seasonal Influenza,States,Hawaii,2011-12,Race/Ethnicity ,Hispanic,80.6,129
Seasonal Influenza,States,Idaho,2011-12,Race/Ethnicity ,Hispanic,77.6,147
Seasonal Influenza,States,Illinois,2011-12,Race/Ethnicity ,Hispanic,68.5,3912
Seasonal Influenza,States,Indiana,2011-12,Race/Ethnicity ,Hispanic,73.3,412
Seasonal Influenza,States,Iowa,2011-12,Race/Ethnicity ,Hispanic,84.7,131
Seasonal Influenza,States,Kansas,2011-12,Race/Ethnicity ,Hispanic,78.2,408
Seasonal Influenza,States,Kentucky,2011-12,Race/Ethnicity ,Hispanic,81,63
Seasonal Influenza,States,Louisiana,2011-12,Race/Ethnicity ,Hispanic,74.8,254
Seasonal Influenza,States,Maine,2011-12,Race/Ethnicity ,Hispanic,86.7,15
Seasonal Influenza,States,Maryland,2011-12,Race/Ethnicity ,Hispanic,69.6,467
Seasonal Influenza,States,Massachusetts,2011-12,Race/Ethnicity ,Hispanic,80.4,1642
Seasonal Influenza,States,Michigan,2011-12,Race/Ethnicity ,Hispanic,77.3,622
Seasonal Influenza,States,Minnesota,2011-12,Race/Ethnicity ,Hispanic,87.1,287
Seasonal Influenza,States,Mississippi,2011-12,Race/Ethnicity ,Hispanic,76.5,34
Seasonal Influenza,States,Missouri,2011-12,Race/Ethnicity ,Hispanic,73.5,249
Seasonal Influenza,States,Montana,2011-12,Race/Ethnicity ,Hispanic,77.8,36
Seasonal Influenza,States,Nebraska,2011-12,Race/Ethnicity ,Hispanic,87.5,176
Seasonal Influenza,States,Nevada,2011-12,Race/Ethnicity ,Hispanic,51.2,565
Seasonal Influenza,States,New Hampshire,2011-12,Race/Ethnicity ,Hispanic,77.1,35
Seasonal Influenza,States,New Jersey,2011-12,Race/Ethnicity ,Hispanic,78.8,4836
