Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States,Illinois,2020-21,Employees,94.7,,"248,440"
Seasonal Influenza,States,Indiana,2020-21,Employees,94.8,,"155,165"
Seasonal Influenza,States,Iowa,2020-21,Employees,94.2,,"73,249"
Seasonal Influenza,States,Kansas,2020-21,Employees,92.5,,"63,530"
Seasonal Influenza,States,Kentucky,2020-21,Employees,88.4,,"95,248"
Seasonal Influenza,States,Louisiana,2020-21,Employees,85.2,,"105,072"
Seasonal Influenza,States,Maine,2020-21,Employees,92.4,,"36,761"
Seasonal Influenza,States,Maryland,2020-21,Employees,96.2,,"87,664"
Seasonal Influenza,States,Massachusetts,2020-21,Employees,95.7,,"190,462"
Seasonal Influenza,States,Michigan,2020-21,Employees,91.5,,"236,282"
Seasonal Influenza,States,Minnesota,2020-21,Employees,82.8,,"121,067"
Seasonal Influenza,States,Mississippi,2020-21,Employees,81.5,,"65,947"
Seasonal Influenza,States,Missouri,2020-21,Employees,95.3,,"142,619"
Seasonal Influenza,States,Montana,2020-21,Employees,87.3,,"29,759"
Seasonal Influenza,States,Nebraska,2020-21,Employees,91.2,,"40,525"
Seasonal Influenza,States,Nevada,2020-21,Employees,74.7,,"37,597"
Seasonal Influenza,States,New Hampshire,2020-21,Employees,95.2,,"37,683"
Seasonal Influenza,States,New Jersey,2020-21,Employees,91.3,,"152,551"
Seasonal Influenza,States,New Mexico,2020-21,Employees,81.6,,"39,882"
Seasonal Influenza,States,New York,2020-21,Employees,79.3,,"457,483"
Seasonal Influenza,States,North Carolina,2020-21,Employees,96,,"199,521"
Seasonal Influenza,States,North Dakota,2020-21,Employees,91,,"25,474"
Seasonal Influenza,States,Ohio,2020-21,Employees,90.7,,"285,463"
Seasonal Influenza,States,Oklahoma,2020-21,Employees,93.8,,"75,516"
Seasonal Influenza,States,Oregon,2020-21,Employees,76.4,,"83,265"
Seasonal Influenza,States,Pennsylvania,2020-21,Employees,91.4,,"267,284"
Seasonal Influenza,National,United States,2020-21,Employees,88.1,,"6,272,842"
Seasonal Influenza,States,Rhode Island,2020-21,Employees,79,,"24,491"
Seasonal Influenza,States,South Carolina,2020-21,Employees,91.7,,"101,754"
Seasonal Influenza,States,South Dakota,2020-21,Employees,96.8,,"29,341"
Seasonal Influenza,States,Tennessee,2020-21,Employees,87.5,,"142,844"
Seasonal Influenza,States,Texas,2020-21,Employees,88.1,,"377,125"
Seasonal Influenza,States,Utah,2020-21,Employees,95.2,,"49,177"
Seasonal Influenza,States,Vermont,2020-21,Employees,83,,"16,944"
Seasonal Influenza,States,Virginia,2020-21,Employees,89,,"124,070"
Seasonal Influenza,States,Washington,2020-21,Employees,86,,"126,100"
Seasonal Influenza,States,West Virginia,2020-21,Employees,93.7,,"50,053"
Seasonal Influenza,States,Wisconsin,2020-21,Employees,94.6,,"142,788"
Seasonal Influenza,States,Wyoming,2020-21,Employees,90.7,,"11,279"
Seasonal Influenza,States,Alabama,2013-14,Licensed Independent Practitioners,40.8,,"15,332"
Seasonal Influenza,States,Alaska,2013-14,Licensed Independent Practitioners,55.9,,"2,034"
Seasonal Influenza,States,Arizona,2013-14,Licensed Independent Practitioners,62.7,,"26,392"
Seasonal Influenza,States,Arkansas,2013-14,Licensed Independent Practitioners,44.3,,"7,076"
Seasonal Influenza,States,California,2013-14,Licensed Independent Practitioners,62.3,,"136,667"
Seasonal Influenza,States,Colorado,2013-14,Licensed Independent Practitioners,88.6,,"28,171"
Seasonal Influenza,States,Connecticut,2013-14,Licensed Independent Practitioners,72.5,,"14,363"
Seasonal Influenza,States,Delaware,2013-14,Licensed Independent Practitioners,71.7,,"2,612"
Seasonal Influenza,States,District of Columbia,2013-14,Licensed Independent Practitioners,92,,"5,553"
Seasonal Influenza,States,Florida,2013-14,Licensed Independent Practitioners,33.8,,"83,585"
Seasonal Influenza,States,Georgia,2013-14,Licensed Independent Practitioners,69.5,,"27,213"
Seasonal Influenza,States,Hawaii,2013-14,Licensed Independent Practitioners,57.6,,"3,026"
Seasonal Influenza,States,Idaho,2013-14,Licensed Independent Practitioners,34.5,,"3,932"
Seasonal Influenza,States,Illinois,2013-14,Licensed Independent Practitioners,62.8,,"50,431"
Seasonal Influenza,States,Indiana,2013-14,Licensed Independent Practitioners,73.4,,"25,963"
Seasonal Influenza,States,Iowa,2013-14,Licensed Independent Practitioners,77.6,,"10,390"
Seasonal Influenza,States,Kansas,2013-14,Licensed Independent Practitioners,69.6,,"10,959"
Seasonal Influenza,States,Kentucky,2013-14,Licensed Independent Practitioners,45.8,,"14,438"
Seasonal Influenza,States,Louisiana,2013-14,Licensed Independent Practitioners,39.6,,"20,809"
Seasonal Influenza,States,Maine,2013-14,Licensed Independent Practitioners,70.1,,"1,668"
Seasonal Influenza,States,Maryland,2013-14,Licensed Independent Practitioners,93.6,,"20,874"
Seasonal Influenza,States,Massachusetts,2013-14,Licensed Independent Practitioners,78,,"28,853"
Seasonal Influenza,States,Michigan,2013-14,Licensed Independent Practitioners,49.3,,"32,069"
Seasonal Influenza,States,Minnesota,2013-14,Licensed Independent Practitioners,61,,"14,587"
Seasonal Influenza,States,Mississippi,2013-14,Licensed Independent Practitioners,50.6,,"5,751"
Seasonal Influenza,States,Missouri,2013-14,Licensed Independent Practitioners,64.9,,"22,722"
Seasonal Influenza,States,Montana,2013-14,Licensed Independent Practitioners,62,,"2,095"
Seasonal Influenza,States,Nebraska,2013-14,Licensed Independent Practitioners,73.4,,"7,262"
Seasonal Influenza,States,Nevada,2013-14,Licensed Independent Practitioners,44.6,,"12,213"
Seasonal Influenza,States,New Hampshire,2013-14,Licensed Independent Practitioners,82.2,,"3,775"
Seasonal Influenza,States,New Jersey,2013-14,Licensed Independent Practitioners,39.1,,"36,153"
Seasonal Influenza,States,New Mexico,2013-14,Licensed Independent Practitioners,41.5,,"5,315"
Seasonal Influenza,States,New York,2013-14,Licensed Independent Practitioners,66.3,,"69,123"
Seasonal Influenza,States,North Carolina,2013-14,Licensed Independent Practitioners,82,,"27,526"
Seasonal Influenza,States,North Dakota,2013-14,Licensed Independent Practitioners,75.5,,"1,380"
Seasonal Influenza,States,Ohio,2013-14,Licensed Independent Practitioners,58.3,,"38,259"
Seasonal Influenza,States,Oklahoma,2013-14,Licensed Independent Practitioners,64.1,,"11,043"
Seasonal Influenza,States,Oregon,2013-14,Licensed Independent Practitioners,58.1,,"8,775"
Seasonal Influenza,States,Pennsylvania,2013-14,Licensed Independent Practitioners,62.8,,"66,618"
Seasonal Influenza,National,United States,2013-14,Licensed Independent Practitioners,61.9,,"1,154,376"
Seasonal Influenza,States,Rhode Island,2013-14,Licensed Independent Practitioners,87.7,,"5,376"
Seasonal Influenza,States,South Carolina,2013-14,Licensed Independent Practitioners,67.8,,"16,043"
Seasonal Influenza,States,South Dakota,2013-14,Licensed Independent Practitioners,78.8,,"1,972"
Seasonal Influenza,States,Tennessee,2013-14,Licensed Independent Practitioners,57.9,,"24,429"
Seasonal Influenza,States,Texas,2013-14,Licensed Independent Practitioners,59.3,,"107,141"
Seasonal Influenza,States,Utah,2013-14,Licensed Independent Practitioners,79.8,,"9,739"
Seasonal Influenza,States,Vermont,2013-14,Licensed Independent Practitioners,46.5,,639
Seasonal Influenza,States,Virginia,2013-14,Licensed Independent Practitioners,71.3,,"25,258"
Seasonal Influenza,States,Washington,2013-14,Licensed Independent Practitioners,70.1,,"23,101"
Seasonal Influenza,States,West Virginia,2013-14,Licensed Independent Practitioners,47.1,,"5,885"
Seasonal Influenza,States,Wisconsin,2013-14,Licensed Independent Practitioners,88.3,,"28,740"
Seasonal Influenza,States,Wyoming,2013-14,Licensed Independent Practitioners,71.7,,"1,046"
Seasonal Influenza,States,Alabama,2014-15,Licensed Independent Practitioners,51.2,,"16,109"
Seasonal Influenza,States,Alaska,2014-15,Licensed Independent Practitioners,57,,"2,084"
Seasonal Influenza,States,Arizona,2014-15,Licensed Independent Practitioners,67.1,,"29,848"
Seasonal Influenza,States,Arkansas,2014-15,Licensed Independent Practitioners,59.9,,"6,978"
Seasonal Influenza,States,California,2014-15,Licensed Independent Practitioners,62.9,,"125,760"
Seasonal Influenza,States,Colorado,2014-15,Licensed Independent Practitioners,92.8,,"28,097"
Seasonal Influenza,States,Connecticut,2014-15,Licensed Independent Practitioners,70.3,,"11,902"
Seasonal Influenza,States,Delaware,2014-15,Licensed Independent Practitioners,57.2,,"2,624"
Seasonal Influenza,States,District of Columbia,2014-15,Licensed Independent Practitioners,89.5,,"4,359"
Seasonal Influenza,States,Florida,2014-15,Licensed Independent Practitioners,47.2,,"104,957"
Seasonal Influenza,States,Georgia,2014-15,Licensed Independent Practitioners,69.9,,"30,477"
Seasonal Influenza,States,Hawaii,2014-15,Licensed Independent Practitioners,67.2,,"3,569"
Seasonal Influenza,States,Idaho,2014-15,Licensed Independent Practitioners,64.2,,"3,128"
Seasonal Influenza,States,Illinois,2014-15,Licensed Independent Practitioners,58.5,,"52,169"
Seasonal Influenza,States,Indiana,2014-15,Licensed Independent Practitioners,76.6,,"27,196"
Seasonal Influenza,States,Iowa,2014-15,Licensed Independent Practitioners,81.3,,"9,682"
Seasonal Influenza,States,Kansas,2014-15,Licensed Independent Practitioners,75.6,,"9,541"
Seasonal Influenza,States,Kentucky,2014-15,Licensed Independent Practitioners,35.4,,"14,109"
Seasonal Influenza,States,Louisiana,2014-15,Licensed Independent Practitioners,56.8,,"20,881"
Seasonal Influenza,States,Maine,2014-15,Licensed Independent Practitioners,63.1,,"2,065"
Seasonal Influenza,States,Maryland,2014-15,Licensed Independent Practitioners,92.4,,"23,906"
Seasonal Influenza,States,Massachusetts,2014-15,Licensed Independent Practitioners,86.9,,"32,049"
Seasonal Influenza,States,Michigan,2014-15,Licensed Independent Practitioners,51.1,,"29,526"
Seasonal Influenza,States,Minnesota,2014-15,Licensed Independent Practitioners,63,,"11,233"
Seasonal Influenza,States,Mississippi,2014-15,Licensed Independent Practitioners,61.3,,"5,684"
Seasonal Influenza,States,Missouri,2014-15,Licensed Independent Practitioners,67.9,,"20,058"
Seasonal Influenza,States,Montana,2014-15,Licensed Independent Practitioners,57.2,,"2,049"
Seasonal Influenza,States,Nebraska,2014-15,Licensed Independent Practitioners,83.2,,"6,551"
Seasonal Influenza,States,Nevada,2014-15,Licensed Independent Practitioners,33.5,,"15,186"
Seasonal Influenza,States,New Hampshire,2014-15,Licensed Independent Practitioners,90.5,,"4,208"
Seasonal Influenza,States,New Jersey,2014-15,Licensed Independent Practitioners,46.1,,"36,585"
Seasonal Influenza,States,New Mexico,2014-15,Licensed Independent Practitioners,45.1,,"5,193"
Seasonal Influenza,States,New York,2014-15,Licensed Independent Practitioners,64.4,,"69,012"
Seasonal Influenza,States,North Carolina,2014-15,Licensed Independent Practitioners,87.5,,"29,635"
Seasonal Influenza,States,North Dakota,2014-15,Licensed Independent Practitioners,61.1,,821
Seasonal Influenza,States,Ohio,2014-15,Licensed Independent Practitioners,58.4,,"32,080"
Seasonal Influenza,States,Oklahoma,2014-15,Licensed Independent Practitioners,68.2,,"10,988"
Seasonal Influenza,States,Oregon,2014-15,Licensed Independent Practitioners,58,,"9,307"
Seasonal Influenza,States,Pennsylvania,2014-15,Licensed Independent Practitioners,70.9,,"49,603"
Seasonal Influenza,National,United States,2014-15,Licensed Independent Practitioners,65.1,,"1,145,795"
Seasonal Influenza,States,Rhode Island,2014-15,Licensed Independent Practitioners,95.9,,"5,660"
Seasonal Influenza,States,South Carolina,2014-15,Licensed Independent Practitioners,64.1,,"12,706"
Seasonal Influenza,States,South Dakota,2014-15,Licensed Independent Practitioners,82.4,,"2,403"
Seasonal Influenza,States,Tennessee,2014-15,Licensed Independent Practitioners,63.6,,"23,928"
Seasonal Influenza,States,Texas,2014-15,Licensed Independent Practitioners,62.7,,"105,725"
Seasonal Influenza,States,Utah,2014-15,Licensed Independent Practitioners,83.3,,"14,144"
Seasonal Influenza,States,Vermont,2014-15,Licensed Independent Practitioners,42.6,,870
Seasonal Influenza,States,Virginia,2014-15,Licensed Independent Practitioners,71.2,,"26,327"
Seasonal Influenza,States,Washington,2014-15,Licensed Independent Practitioners,71.4,,"20,974"
Seasonal Influenza,States,West Virginia,2014-15,Licensed Independent Practitioners,58.5,,"5,411"
Seasonal Influenza,States,Wisconsin,2014-15,Licensed Independent Practitioners,90.7,,"27,077"
Seasonal Influenza,States,Wyoming,2014-15,Licensed Independent Practitioners,72.6,,"1,361"
Seasonal Influenza,States,Alabama,2015-16,Licensed Independent Practitioners,50.3,,"15,747"
Seasonal Influenza,States,Alaska,2015-16,Licensed Independent Practitioners,47.8,,"1,969"
Seasonal Influenza,States,Arizona,2015-16,Licensed Independent Practitioners,77.9,,"31,602"
Seasonal Influenza,States,Arkansas,2015-16,Licensed Independent Practitioners,55.3,,"6,653"
Seasonal Influenza,States,California,2015-16,Licensed Independent Practitioners,64.5,,"134,443"
Seasonal Influenza,States,Colorado,2015-16,Licensed Independent Practitioners,95.6,,"29,861"
Seasonal Influenza,States,Connecticut,2015-16,Licensed Independent Practitioners,71.6,,"10,388"
Seasonal Influenza,States,Delaware,2015-16,Licensed Independent Practitioners,72.6,,"2,683"
Seasonal Influenza,States,District of Columbia,2015-16,Licensed Independent Practitioners,90.7,,"3,874"
Seasonal Influenza,States,Florida,2015-16,Licensed Independent Practitioners,48,,"85,571"
Seasonal Influenza,States,Georgia,2015-16,Licensed Independent Practitioners,71.2,,"28,917"
Seasonal Influenza,States,Hawaii,2015-16,Licensed Independent Practitioners,68.4,,"3,314"
Seasonal Influenza,States,Idaho,2015-16,Licensed Independent Practitioners,51.1,,"4,344"
Seasonal Influenza,States,Illinois,2015-16,Licensed Independent Practitioners,63.7,,"46,956"
Seasonal Influenza,States,Indiana,2015-16,Licensed Independent Practitioners,81.3,,"27,558"
Seasonal Influenza,States,Iowa,2015-16,Licensed Independent Practitioners,83.2,,"10,244"
Seasonal Influenza,States,Kansas,2015-16,Licensed Independent Practitioners,89.8,,"9,246"
Seasonal Influenza,States,Kentucky,2015-16,Licensed Independent Practitioners,48.5,,"15,200"
Seasonal Influenza,States,Louisiana,2015-16,Licensed Independent Practitioners,66.5,,"20,998"
Seasonal Influenza,States,Maine,2015-16,Licensed Independent Practitioners,89.3,,"1,607"
Seasonal Influenza,States,Maryland,2015-16,Licensed Independent Practitioners,90.4,,"20,653"
Seasonal Influenza,States,Massachusetts,2015-16,Licensed Independent Practitioners,88.6,,"31,708"
Seasonal Influenza,States,Michigan,2015-16,Licensed Independent Practitioners,75.6,,"32,073"
Seasonal Influenza,States,Minnesota,2015-16,Licensed Independent Practitioners,66.7,,"16,615"
Seasonal Influenza,States,Mississippi,2015-16,Licensed Independent Practitioners,60.4,,"6,882"
Seasonal Influenza,States,Missouri,2015-16,Licensed Independent Practitioners,68.4,,"23,056"
Seasonal Influenza,States,Montana,2015-16,Licensed Independent Practitioners,62.5,,"2,063"
Seasonal Influenza,States,Nebraska,2015-16,Licensed Independent Practitioners,78.2,,"6,255"
Seasonal Influenza,States,Nevada,2015-16,Licensed Independent Practitioners,44.6,,"12,724"
Seasonal Influenza,States,New Hampshire,2015-16,Licensed Independent Practitioners,82.4,,"4,527"
Seasonal Influenza,States,New Jersey,2015-16,Licensed Independent Practitioners,56,,"35,596"
Seasonal Influenza,States,New Mexico,2015-16,Licensed Independent Practitioners,55.4,,"4,657"
Seasonal Influenza,States,New York,2015-16,Licensed Independent Practitioners,65.1,,"67,124"
Seasonal Influenza,States,North Carolina,2015-16,Licensed Independent Practitioners,89.2,,"29,465"
Seasonal Influenza,States,North Dakota,2015-16,Licensed Independent Practitioners,78,,"1,066"
Seasonal Influenza,States,Ohio,2015-16,Licensed Independent Practitioners,51.2,,"41,922"
Seasonal Influenza,States,Oklahoma,2015-16,Licensed Independent Practitioners,65.4,,"11,693"
Seasonal Influenza,States,Oregon,2015-16,Licensed Independent Practitioners,63.3,,"9,289"
Seasonal Influenza,States,Pennsylvania,2015-16,Licensed Independent Practitioners,75.8,,"50,737"
Seasonal Influenza,National,United States,2015-16,Licensed Independent Practitioners,68.6,,"1,149,312"
Seasonal Influenza,States,Rhode Island,2015-16,Licensed Independent Practitioners,95.5,,"6,072"
Seasonal Influenza,States,South Carolina,2015-16,Licensed Independent Practitioners,73,,"12,232"
Seasonal Influenza,States,South Dakota,2015-16,Licensed Independent Practitioners,78.9,,"2,825"
Seasonal Influenza,States,Tennessee,2015-16,Licensed Independent Practitioners,63.6,,"24,659"
Seasonal Influenza,States,Texas,2015-16,Licensed Independent Practitioners,65.5,,"104,338"
Seasonal Influenza,States,Utah,2015-16,Licensed Independent Practitioners,92.6,,"11,959"
Seasonal Influenza,States,Vermont,2015-16,Licensed Independent Practitioners,84.9,,471
Seasonal Influenza,States,Virginia,2015-16,Licensed Independent Practitioners,65.2,,"26,616"
Seasonal Influenza,States,Washington,2015-16,Licensed Independent Practitioners,77.8,,"26,748"
Seasonal Influenza,States,West Virginia,2015-16,Licensed Independent Practitioners,65.6,,"6,019"
Seasonal Influenza,States,Wisconsin,2015-16,Licensed Independent Practitioners,91.8,,"26,867"
Seasonal Influenza,States,Wyoming,2015-16,Licensed Independent Practitioners,74.6,,"1,226"
Seasonal Influenza,States,Alabama,2016-17,Licensed Independent Practitioners,58,,"16,173"
Seasonal Influenza,States,Alaska,2016-17,Licensed Independent Practitioners,55.1,,"2,286"
Seasonal Influenza,States,Arizona,2016-17,Licensed Independent Practitioners,79.2,,"33,853"
Seasonal Influenza,States,Arkansas,2016-17,Licensed Independent Practitioners,55.1,,"7,343"
Seasonal Influenza,States,California,2016-17,Licensed Independent Practitioners,67.4,,"137,365"
Seasonal Influenza,States,Colorado,2016-17,Licensed Independent Practitioners,95.4,,"29,470"
Seasonal Influenza,States,Connecticut,2016-17,Licensed Independent Practitioners,70.8,,"10,491"
Seasonal Influenza,States,Delaware,2016-17,Licensed Independent Practitioners,57.5,,"2,146"
Seasonal Influenza,States,District of Columbia,2016-17,Licensed Independent Practitioners,95.8,,"3,854"
Seasonal Influenza,States,Florida,2016-17,Licensed Independent Practitioners,49.9,,"82,940"
Seasonal Influenza,States,Georgia,2016-17,Licensed Independent Practitioners,75.5,,"28,928"
Seasonal Influenza,States,Hawaii,2016-17,Licensed Independent Practitioners,73.4,,"2,651"
Seasonal Influenza,States,Idaho,2016-17,Licensed Independent Practitioners,72.8,,"3,756"
Seasonal Influenza,States,Illinois,2016-17,Licensed Independent Practitioners,64.2,,"49,469"
Seasonal Influenza,States,Indiana,2016-17,Licensed Independent Practitioners,82.5,,"30,226"
Seasonal Influenza,States,Iowa,2016-17,Licensed Independent Practitioners,80,,"9,114"
Seasonal Influenza,States,Kansas,2016-17,Licensed Independent Practitioners,80.3,,"10,998"
Seasonal Influenza,States,Kentucky,2016-17,Licensed Independent Practitioners,52.8,,"15,911"
Seasonal Influenza,States,Louisiana,2016-17,Licensed Independent Practitioners,72.1,,"19,351"
Seasonal Influenza,States,Maine,2016-17,Licensed Independent Practitioners,77,,"1,625"
Seasonal Influenza,States,Maryland,2016-17,Licensed Independent Practitioners,94.1,,"17,455"
Seasonal Influenza,States,Massachusetts,2016-17,Licensed Independent Practitioners,91.4,,"34,622"
Seasonal Influenza,States,Michigan,2016-17,Licensed Independent Practitioners,79.6,,"30,046"
Seasonal Influenza,States,Minnesota,2016-17,Licensed Independent Practitioners,74.8,,"15,810"
Seasonal Influenza,States,Mississippi,2016-17,Licensed Independent Practitioners,53.4,,"7,007"
Seasonal Influenza,States,Missouri,2016-17,Licensed Independent Practitioners,80.9,,"24,442"
Seasonal Influenza,States,Montana,2016-17,Licensed Independent Practitioners,59.3,,"2,120"
Seasonal Influenza,States,Nebraska,2016-17,Licensed Independent Practitioners,73.4,,"11,876"
Seasonal Influenza,States,Nevada,2016-17,Licensed Independent Practitioners,46.1,,"13,717"
Seasonal Influenza,States,New Hampshire,2016-17,Licensed Independent Practitioners,83.2,,"3,527"
Seasonal Influenza,States,New Jersey,2016-17,Licensed Independent Practitioners,60.8,,"39,280"
Seasonal Influenza,States,New Mexico,2016-17,Licensed Independent Practitioners,60.2,,"4,663"
Seasonal Influenza,States,New York,2016-17,Licensed Independent Practitioners,74.5,,"61,708"
Seasonal Influenza,States,North Carolina,2016-17,Licensed Independent Practitioners,86.5,,"29,149"
Seasonal Influenza,States,North Dakota,2016-17,Licensed Independent Practitioners,76.9,,"1,046"
Seasonal Influenza,States,Ohio,2016-17,Licensed Independent Practitioners,65.2,,"33,637"
Seasonal Influenza,States,Oklahoma,2016-17,Licensed Independent Practitioners,64.4,,"12,640"
Seasonal Influenza,States,Oregon,2016-17,Licensed Independent Practitioners,72.7,,"8,774"
Seasonal Influenza,States,Pennsylvania,2016-17,Licensed Independent Practitioners,79.8,,"46,787"
Seasonal Influenza,National,United States,2016-17,Licensed Independent Practitioners,71.8,,"1,138,358"
Seasonal Influenza,States,Rhode Island,2016-17,Licensed Independent Practitioners,95.5,,"6,581"
Seasonal Influenza,States,South Carolina,2016-17,Licensed Independent Practitioners,68.8,,"10,934"
Seasonal Influenza,States,South Dakota,2016-17,Licensed Independent Practitioners,94.6,,"2,738"
Seasonal Influenza,States,Tennessee,2016-17,Licensed Independent Practitioners,75.1,,"25,408"
Seasonal Influenza,States,Texas,2016-17,Licensed Independent Practitioners,65.3,,"98,293"
Seasonal Influenza,States,Utah,2016-17,Licensed Independent Practitioners,91.7,,"12,359"
Seasonal Influenza,States,Vermont,2016-17,Licensed Independent Practitioners,72.7,,491
Seasonal Influenza,States,Virginia,2016-17,Licensed Independent Practitioners,72.3,,"26,011"
Seasonal Influenza,States,Washington,2016-17,Licensed Independent Practitioners,80.4,,"26,941"
Seasonal Influenza,States,West Virginia,2016-17,Licensed Independent Practitioners,69.5,,"5,346"
Seasonal Influenza,States,Wisconsin,2016-17,Licensed Independent Practitioners,88.6,,"25,669"
Seasonal Influenza,States,Wyoming,2016-17,Licensed Independent Practitioners,82,,"1,331"
Seasonal Influenza,States,Alabama,2017-18,Licensed Independent Practitioners,63.6,,"15,600"
Seasonal Influenza,States,Alaska,2017-18,Licensed Independent Practitioners,44,,"2,372"
Seasonal Influenza,States,Arizona,2017-18,Licensed Independent Practitioners,77.6,,"29,787"
Seasonal Influenza,States,Arkansas,2017-18,Licensed Independent Practitioners,51.1,,"8,020"
Seasonal Influenza,States,California,2017-18,Licensed Independent Practitioners,72.8,,"134,963"
Seasonal Influenza,States,Colorado,2017-18,Licensed Independent Practitioners,97,,"28,778"
Seasonal Influenza,States,Connecticut,2017-18,Licensed Independent Practitioners,90.7,,"13,230"
Seasonal Influenza,States,Delaware,2017-18,Licensed Independent Practitioners,76.1,,"2,843"
Seasonal Influenza,States,District of Columbia,2017-18,Licensed Independent Practitioners,95.9,,"3,168"
Seasonal Influenza,States,Florida,2017-18,Licensed Independent Practitioners,54.5,,"83,616"
Seasonal Influenza,States,Georgia,2017-18,Licensed Independent Practitioners,76.2,,"30,810"
Seasonal Influenza,States,Hawaii,2017-18,Licensed Independent Practitioners,76.4,,"3,443"
Seasonal Influenza,States,Idaho,2017-18,Licensed Independent Practitioners,65.2,,"5,606"
Seasonal Influenza,States,Illinois,2017-18,Licensed Independent Practitioners,70.7,,"47,665"
Seasonal Influenza,States,Indiana,2017-18,Licensed Independent Practitioners,83.3,,"35,784"
Seasonal Influenza,States,Iowa,2017-18,Licensed Independent Practitioners,88.5,,"8,966"
Seasonal Influenza,States,Kansas,2017-18,Licensed Independent Practitioners,81.1,,"10,718"
Seasonal Influenza,States,Kentucky,2017-18,Licensed Independent Practitioners,65,,"12,177"
Seasonal Influenza,States,Louisiana,2017-18,Licensed Independent Practitioners,70.8,,"20,633"
Seasonal Influenza,States,Maine,2017-18,Licensed Independent Practitioners,69.9,,"2,106"
Seasonal Influenza,States,Maryland,2017-18,Licensed Independent Practitioners,93.2,,"21,604"
Seasonal Influenza,States,Massachusetts,2017-18,Licensed Independent Practitioners,92.7,,"33,856"
Seasonal Influenza,States,Michigan,2017-18,Licensed Independent Practitioners,78.5,,"28,331"
Seasonal Influenza,States,Minnesota,2017-18,Licensed Independent Practitioners,77.6,,"17,230"
Seasonal Influenza,States,Mississippi,2017-18,Licensed Independent Practitioners,57.8,,"6,139"
Seasonal Influenza,States,Missouri,2017-18,Licensed Independent Practitioners,81.3,,"22,195"
Seasonal Influenza,States,Montana,2017-18,Licensed Independent Practitioners,71.7,,"1,963"
Seasonal Influenza,States,Nebraska,2017-18,Licensed Independent Practitioners,81.8,,"8,308"
Seasonal Influenza,States,Nevada,2017-18,Licensed Independent Practitioners,42.1,,"15,387"
Seasonal Influenza,States,New Hampshire,2017-18,Licensed Independent Practitioners,85.1,,"3,322"
Seasonal Influenza,States,New Jersey,2017-18,Licensed Independent Practitioners,68.9,,"39,674"
Seasonal Influenza,States,New Mexico,2017-18,Licensed Independent Practitioners,61.5,,"4,289"
Seasonal Influenza,States,New York,2017-18,Licensed Independent Practitioners,77.5,,"74,585"
Seasonal Influenza,States,North Carolina,2017-18,Licensed Independent Practitioners,89.2,,"36,166"
Seasonal Influenza,States,North Dakota,2017-18,Licensed Independent Practitioners,89.2,,"1,379"
Seasonal Influenza,States,Ohio,2017-18,Licensed Independent Practitioners,52.8,,"37,950"
Seasonal Influenza,States,Oklahoma,2017-18,Licensed Independent Practitioners,78.8,,"12,635"
Seasonal Influenza,States,Oregon,2017-18,Licensed Independent Practitioners,77.2,,"8,901"
Seasonal Influenza,States,Pennsylvania,2017-18,Licensed Independent Practitioners,86.8,,"55,760"
Seasonal Influenza,National,United States,2017-18,Licensed Independent Practitioners,75.4,,"1,186,744"
Seasonal Influenza,States,Rhode Island,2017-18,Licensed Independent Practitioners,97.5,,"6,148"
Seasonal Influenza,States,South Carolina,2017-18,Licensed Independent Practitioners,77,,"14,757"
Seasonal Influenza,States,South Dakota,2017-18,Licensed Independent Practitioners,90.8,,"2,928"
Seasonal Influenza,States,Tennessee,2017-18,Licensed Independent Practitioners,75.8,,"23,082"
Seasonal Influenza,States,Texas,2017-18,Licensed Independent Practitioners,69.6,,"104,196"
Seasonal Influenza,States,Utah,2017-18,Licensed Independent Practitioners,88.3,,"11,906"
Seasonal Influenza,States,Vermont,2017-18,Licensed Independent Practitioners,81.2,,810
Seasonal Influenza,States,Virginia,2017-18,Licensed Independent Practitioners,79,,"26,403"
Seasonal Influenza,States,Washington,2017-18,Licensed Independent Practitioners,88.3,,"30,679"
Seasonal Influenza,States,West Virginia,2017-18,Licensed Independent Practitioners,73.3,,"5,873"
Seasonal Influenza,States,Wisconsin,2017-18,Licensed Independent Practitioners,91,,"28,574"
Seasonal Influenza,States,Wyoming,2017-18,Licensed Independent Practitioners,81.8,,"1,429"
Seasonal Influenza,States,Alabama,2018-19,Licensed Independent Practitioners,71.4,,"17,655"
Seasonal Influenza,States,Alaska,2018-19,Licensed Independent Practitioners,62.6,,"2,774"
Seasonal Influenza,States,Arizona,2018-19,Licensed Independent Practitioners,88.2,,"25,810"
Seasonal Influenza,States,Arkansas,2018-19,Licensed Independent Practitioners,59,,"6,321"
Seasonal Influenza,States,California,2018-19,Licensed Independent Practitioners,74,,"145,396"
Seasonal Influenza,States,Colorado,2018-19,Licensed Independent Practitioners,95.4,,"31,817"
Seasonal Influenza,States,Connecticut,2018-19,Licensed Independent Practitioners,84.5,,"11,866"
Seasonal Influenza,States,Delaware,2018-19,Licensed Independent Practitioners,87.4,,"3,689"
Seasonal Influenza,States,District of Columbia,2018-19,Licensed Independent Practitioners,96.4,,"2,523"
Seasonal Influenza,States,Florida,2018-19,Licensed Independent Practitioners,57.4,,"84,288"
Seasonal Influenza,States,Georgia,2018-19,Licensed Independent Practitioners,70.3,,"32,163"
